# Phases 	 model 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
-0.0189018902 	 3.4866446291 	 2.3642521140 	 5.1561183889 	 1.0141234652 	 7.0911357227 	 -0.1465752890 	 8.4427649657
-0.0187818782 	 3.4669909950 	 2.3447052768 	 5.1339302884 	 0.9975883203 	 7.0682350857 	 -0.1624759272 	 8.4199058055
-0.0186618662 	 3.4464794859 	 2.3254867278 	 5.1135887748 	 0.9817148589 	 7.0456254437 	 -0.1834787211 	 8.3970513033
-0.0185418542 	 3.4252528612 	 2.3067829369 	 5.0927661855 	 0.9650490461 	 7.0224397580 	 -0.2080005387 	 8.3742015086
-0.0184218422 	 3.4060279837 	 2.2883129888 	 5.0702722370 	 0.9474690195 	 7.0007303408 	 -0.2325346620 	 8.3513563996
-0.0183018302 	 3.3871872250 	 2.2696857605 	 5.0504939191 	 0.9298853273 	 6.9774265888 	 -0.2556006808 	 8.3258478232
-0.0181818182 	 3.3672747571 	 2.2529502650 	 5.0286279184 	 0.9105982412 	 6.9537621721 	 -0.2785161707 	 8.3005997418
-0.0180618062 	 3.3470697434 	 2.2336320125 	 5.0067457459 	 0.8896539124 	 6.9308738426 	 -0.3032492905 	 8.2795807382
-0.0179417942 	 3.3286385284 	 2.2133875151 	 4.9847616742 	 0.8705896651 	 6.9085725894 	 -0.3273092774 	 8.2569422292
-0.0178217822 	 3.3092724645 	 2.1957681232 	 4.9641795223 	 0.8526684279 	 6.8866735573 	 -0.3466566303 	 8.2277188470
-0.0177017702 	 3.2907727746 	 2.1764518996 	 4.9421306360 	 0.8347430389 	 6.8625621993 	 -0.3621246588 	 8.1996430466
-0.0175817582 	 3.2708107432 	 2.1575974518 	 4.9198504870 	 0.8168134718 	 6.8416728792 	 -0.3775969831 	 8.1744129117
-0.0174617462 	 3.2517515554 	 2.1389568323 	 4.8995486834 	 0.7978461124 	 6.8209926539 	 -0.3930735642 	 8.1496831841
-0.0173417342 	 3.2320585960 	 2.1209663259 	 4.8786022249 	 0.7807652564 	 6.7991045244 	 -0.4085544278 	 8.1263832059
-0.0172217222 	 3.2122097430 	 2.1013926819 	 4.8586937321 	 0.7628512259 	 6.7772191666 	 -0.4318299763 	 8.1030877112
-0.0171017102 	 3.1933717869 	 2.0841689173 	 4.8367859816 	 0.7435816317 	 6.7490820908 	 -0.4495376623 	 8.0797966981
-0.0169816982 	 3.1747704609 	 2.0657559673 	 4.8153624805 	 0.7271036688 	 6.7249786952 	 -0.4672510675 	 8.0536889922
-0.0168616862 	 3.1560072009 	 2.0481530902 	 4.7946255067 	 0.7085860951 	 6.7021130151 	 -0.4873282496 	 8.0231102963
-0.0167416742 	 3.1364988055 	 2.0294079397 	 4.7731428975 	 0.6866513839 	 6.6786247957 	 -0.5074332003 	 7.9985960143
-0.0166216622 	 3.1174212827 	 2.0114057978 	 4.7518527987 	 0.6656092558 	 6.6556329522 	 -0.5275449025 	 7.9750974002
-0.0165016502 	 3.0979153555 	 1.9934012715 	 4.7320574747 	 0.6458898199 	 6.6331430476 	 -0.5476633861 	 7.9516033855
-0.0163816382 	 3.0782147663 	 1.9747842964 	 4.7101680623 	 0.6290714412 	 6.6088479760 	 -0.5706432362 	 7.9281139449
-0.0162616262 	 3.0579943319 	 1.9573070460 	 4.6887516561 	 0.6119621541 	 6.5878212980 	 -0.5936554839 	 7.9046291515
-0.0161416142 	 3.0388560071 	 1.9389921472 	 4.6675088414 	 0.5931820549 	 6.5649704528 	 -0.6166774477 	 7.8811489801
-0.0160216022 	 3.0196140509 	 1.9202161622 	 4.6464019135 	 0.5726673519 	 6.5421221701 	 -0.6391620723 	 7.8576735034
-0.0159015902 	 3.0004405433 	 1.9024043232 	 4.6240886028 	 0.5532097670 	 6.5192764757 	 -0.6582184849 	 7.8342026964
-0.0157815782 	 2.9814885396 	 1.8832735590 	 4.6029202298 	 0.5347926249 	 6.4973849012 	 -0.6772803512 	 7.8107366316
-0.0156615662 	 2.9619583993 	 1.8645014713 	 4.5815475012 	 0.5137764376 	 6.4735929777 	 -0.6963477016 	 7.7872752838
-0.0155415542 	 2.9424055131 	 1.8454610100 	 4.5605836211 	 0.4950971040 	 6.4507552014 	 -0.7150856199 	 7.7638187255
-0.0154215422 	 2.9231694684 	 1.8263111513 	 4.5383458803 	 0.4748834635 	 6.4231988839 	 -0.7325189465 	 7.7403669314
-0.0153015302 	 2.9045620571 	 1.8062871931 	 4.5148464837 	 0.4546650077 	 6.3975062648 	 -0.7499577130 	 7.7169199739
-0.0151815182 	 2.8857125449 	 1.7868750735 	 4.4934720445 	 0.4378049564 	 6.3762118364 	 -0.7694092784 	 7.6934778275
-0.0150615062 	 2.8680360429 	 1.7694403009 	 4.4715887780 	 0.4146128875 	 6.3549206293 	 -0.7878340599 	 7.6700405647
-0.0149414941 	 2.8485699213 	 1.7503675263 	 4.4498885563 	 0.3960213454 	 6.3320739035 	 -0.8027143960 	 7.6463233789
-0.0148214821 	 2.8289026222 	 1.7320665803 	 4.4254120685 	 0.3774341153 	 6.3045400162 	 -0.8197667514 	 7.6213588580
-0.0147014701 	 2.8098553824 	 1.7131773346 	 4.4056307320 	 0.3580249575 	 6.2788336298 	 -0.8372324834 	 7.5963987030
-0.0145814581 	 2.7900181273 	 1.6941273156 	 4.3852358294 	 0.3402467234 	 6.2581201227 	 -0.8547035615 	 7.5723667537
-0.0144614461 	 2.7706400318 	 1.6743298553 	 4.3629410592 	 0.3196751614 	 6.2374099945 	 -0.8721800125 	 7.5474083085
-0.0143414341 	 2.7509032853 	 1.6546635129 	 4.3437787985 	 0.2992992801 	 6.2139680148 	 -0.8896617903 	 7.5224542853
-0.0142214221 	 2.7310173412 	 1.6351024632 	 4.3214038287 	 0.2805991627 	 6.1898640096 	 -0.9071489034 	 7.4975046569
-0.0141014101 	 2.7115852908 	 1.6176449488 	 4.3013696986 	 0.2630637249 	 6.1675168124 	 -0.9246413603 	 7.4725594742
-0.0139813981 	 2.6932402027 	 1.6000255703 	 4.2796260953 	 0.2467422977 	 6.1438791204 	 -0.9421391149 	 7.4476187880
-0.0138613861 	 2.6731011240 	 1.5827480377 	 4.2596371108 	 0.2285821537 	 6.1192089840 	 -0.9596421939 	 7.4226825711
-0.0137413741 	 2.6544542428 	 1.5635763174 	 4.2377811590 	 0.2099565824 	 6.0957128204 	 -0.9786061737 	 7.3968765987
-0.0136213621 	 2.6354858003 	 1.5444886481 	 4.2164428222 	 0.1884980865 	 6.0729825070 	 -1.0007015314 	 7.3719566114
-0.0135013501 	 2.6161729602 	 1.5253106812 	 4.1957363210 	 0.1682942494 	 6.0493558978 	 -1.0228040450 	 7.3470412153
-0.0133813381 	 2.5960745913 	 1.5076076809 	 4.1740119720 	 0.1495595141 	 6.0288608647 	 -1.0449136533 	 7.3221304615
-0.0132613261 	 2.5772411477 	 1.4885166212 	 4.1525876977 	 0.1322626414 	 6.0041948835 	 -1.0670303876 	 7.2972243227
-0.0131413141 	 2.5582637897 	 1.4707177985 	 4.1337383935 	 0.1134833983 	 5.9785927690 	 -1.0891541867 	 7.2723228498
-0.0130213021 	 2.5397757544 	 1.4531884171 	 4.1148113076 	 0.0933261094 	 5.9574534655 	 -1.1112850818 	 7.2474260934
-0.0129012901 	 2.5206978364 	 1.4337413796 	 4.0938401604 	 0.0702750814 	 5.9351062206 	 -1.1334230117 	 7.2225340263
-0.0127812781 	 2.5013700158 	 1.4162437745 	 4.0719665584 	 0.0500196790 	 5.9115133204 	 -1.1555680074 	 7.1976466993
-0.0126612661 	 2.4824599718 	 1.3976867700 	 4.0494777174 	 0.0336290454 	 5.8906225050 	 -1.1777200077 	 7.1727641628
-0.0125412541 	 2.4636058403 	 1.3787757930 	 4.0293875944 	 0.0181117190 	 5.8698026219 	 -1.1998790436 	 7.1478863895
-0.0124212421 	 2.4450694587 	 1.3599956958 	 4.0089728274 	 -0.0006390791 	 5.8462177694 	 -1.2220450538 	 7.1230134558
-0.0123012301 	 2.4253348771 	 1.3414744632 	 3.9874735634 	 -0.0199343416 	 5.8198767777 	 -1.2442180693 	 7.0981453343
-0.0121812181 	 2.4064520324 	 1.3213547218 	 3.9670417267 	 -0.0417981540 	 5.7978306311 	 -1.2663980287 	 7.0732820755
-0.0120612061 	 2.3869049846 	 1.3025953540 	 3.9456904825 	 -0.0627461803 	 5.7732220617 	 -1.2885849629 	 7.0484237296
-0.0119411941 	 2.3680808512 	 1.2826062244 	 3.9256699109 	 -0.0783732275 	 5.7494554880 	 -1.3107788103 	 7.0235702691
-0.0118211821 	 2.3495363624 	 1.2628215941 	 3.9026867880 	 -0.0974078595 	 5.7286340898 	 -1.3329796021 	 6.9994785907
-0.0117011701 	 2.3299866320 	 1.2408490666 	 3.8830991631 	 -0.1178777299 	 5.7075532575 	 -1.3551872765 	 6.9738782051
-0.0115811581 	 2.3107607035 	 1.2207376429 	 3.8622052932 	 -0.1362458469 	 5.6813348739 	 -1.3774018644 	 6.9490396242
-0.0114611461 	 2.2923318557 	 1.2005804484 	 3.8421467755 	 -0.1543816809 	 5.6550072643 	 -1.3996233042 	 6.9242060515
-0.0113411341 	 2.2711744446 	 1.1820908339 	 3.8226065683 	 -0.1725219979 	 5.6302054623 	 -1.4218516267 	 6.8993775370
-0.0112211221 	 2.2519339406 	 1.1631087599 	 3.8023571137 	 -0.1906667826 	 5.6050748722 	 -1.4440867702 	 6.8752728294
-0.0111011101 	 2.2320115164 	 1.1435662235 	 3.7815109007 	 -0.2078854902 	 5.5815241816 	 -1.4663287655 	 6.8504467597
-0.0109810981 	 2.2123361653 	 1.1256784558 	 3.7592147890 	 -0.2267850975 	 5.5579766705 	 -1.4885775507 	 6.8256257401
-0.0108610861 	 2.1929580966 	 1.1069870501 	 3.7385315761 	 -0.2450536797 	 5.5344323361 	 -1.5064472894 	 6.8008098201
-0.0107410741 	 2.1736220227 	 1.0887586685 	 3.7160086240 	 -0.2632224645 	 5.5110745382 	 -1.5199573876 	 6.7759990492
-0.0106210621 	 2.1541631677 	 1.0706308952 	 3.6938010301 	 -0.2830144531 	 5.4924858727 	 -1.5334700954 	 6.7511933991
-0.0105010501 	 2.1344978140 	 1.0522960297 	 3.6739666102 	 -0.3042724286 	 5.4709415046 	 -1.5469854101 	 6.7263929192
-0.0103810381 	 2.1146334830 	 1.0342840088 	 3.6526968578 	 -0.3239481973 	 5.4477275824 	 -1.5605033288 	 6.7023207666
-0.0102610261 	 2.0960132343 	 1.0157590272 	 3.6325910162 	 -0.3458118885 	 5.4265416907 	 -1.5740238488 	 6.6782762435
-0.0101410141 	 2.0763792903 	 0.9971625306 	 3.6123470903 	 -0.3648690650 	 5.4032290090 	 -1.5875469530 	 6.6520227609
-0.0100210021 	 2.0577659662 	 0.9783722928 	 3.5916181931 	 -0.3839702457 	 5.3790100545 	 -1.6010726668 	 6.6272432218
-0.0099009901 	 2.0384934771 	 0.9606481901 	 3.5710557039 	 -0.4045624567 	 5.3557722416 	 -1.6178163817 	 6.6024689438
-0.0097809781 	 2.0200548720 	 0.9426646185 	 3.5522863140 	 -0.4222959031 	 5.3312042696 	 -1.6371395213 	 6.5776999760
-0.0096609661 	 2.0016388989 	 0.9241952135 	 3.5306866385 	 -0.4414270561 	 5.3075785072 	 -1.6564676300 	 6.5529363675
-0.0095409541 	 1.9835659221 	 0.9046971105 	 3.5095870669 	 -0.4623583831 	 5.2821688599 	 -1.6758006972 	 6.5308370938
-0.0094209421 	 1.9652077961 	 0.8851141726 	 3.4870184222 	 -0.4802425175 	 5.2579673369 	 -1.6951387128 	 6.5096431345
-0.0093009301 	 1.9447754388 	 0.8654305463 	 3.4669933843 	 -0.5006588398 	 5.2337694097 	 -1.7144816460 	 6.4861122290
-0.0091809181 	 1.9257159607 	 0.8464959423 	 3.4467993468 	 -0.5226517018 	 5.2110629991 	 -1.7338295270 	 6.4621160490
-0.0090609061 	 1.9054259924 	 0.8266144189 	 3.4257286327 	 -0.5435262123 	 5.1878510493 	 -1.7531823251 	 6.4381253445
-0.0089408941 	 1.8852331499 	 0.8077149744 	 3.4042050613 	 -0.5627433155 	 5.1629311381 	 -1.7725400298 	 6.4141401360
-0.0088208821 	 1.8653862417 	 0.7902976200 	 3.3836091880 	 -0.5826579123 	 5.1406614416 	 -1.7919026308 	 6.3901604442
-0.0087008701 	 1.8460502954 	 0.7718852337 	 3.3637687715 	 -0.6060220253 	 5.1202847487 	 -1.8137318168 	 6.3661862897
-0.0085808581 	 1.8252242458 	 0.7541755400 	 3.3435681986 	 -0.6294427291 	 5.0990217940 	 -1.8356992816 	 6.3422177179
-0.0084608461 	 1.8056284297 	 0.7355800292 	 3.3241014963 	 -0.6529134708 	 5.0771369097 	 -1.8576730717 	 6.3182546994
-0.0083408341 	 1.7854805175 	 0.7153749937 	 3.3017647274 	 -0.6736227418 	 5.0531667937 	 -1.8796531710 	 6.2942972795
-0.0082208221 	 1.7652895743 	 0.6964798434 	 3.2810112543 	 -0.6945427218 	 5.0317510338 	 -1.9042229950 	 6.2703454788
-0.0081008101 	 1.7459352283 	 0.6781159359 	 3.2604358543 	 -0.7164653156 	 5.0113330667 	 -1.9294480483 	 6.2463993174
-0.0079807981 	 1.7273220631 	 0.6601388483 	 3.2385985682 	 -0.7392187546 	 4.9913134227 	 -1.9456311383 	 6.2224588407
-0.0078607861 	 1.7082292838 	 0.6423822624 	 3.2178199832 	 -0.7615969932 	 4.9733603566 	 -1.9676363116 	 6.1985240190
-0.0077407741 	 1.6877892104 	 0.6234245183 	 3.1971309600 	 -0.7820768025 	 4.9501023782 	 -1.9896477127 	 6.1745948976
-0.0076207621 	 1.6677849922 	 0.6046752672 	 3.1758026917 	 -0.8040873631 	 4.9296999251 	 -2.0093631959 	 6.1506714966
-0.0075007501 	 1.6483360378 	 0.5848931922 	 3.1555731764 	 -0.8227356014 	 4.9084946229 	 -2.0278276216 	 6.1267538361
-0.0073807381 	 1.6290706230 	 0.5659303246 	 3.1350406116 	 -0.8413875388 	 4.8870312653 	 -2.0462975907 	 6.1028419362
-0.0072607261 	 1.6096588856 	 0.5454800896 	 3.1132741719 	 -0.8603003121 	 4.8640820829 	 -2.0647730518 	 6.0789358420
-0.0071407141 	 1.5912769332 	 0.5275142693 	 3.0923137739 	 -0.8813613552 	 4.8418819719 	 -2.0832540307 	 6.0550355236
-0.0070207021 	 1.5707943341 	 0.5075239183 	 3.0711039736 	 -0.9006565979 	 4.8196859929 	 -2.1030039059 	 6.0311410258
-0.0069006901 	 1.5510101074 	 0.4889640904 	 3.0503976573 	 -0.9199553932 	 4.7932503201 	 -2.1260890000 	 6.0072523687
-0.0067806781 	 1.5311493760 	 0.4691467058 	 3.0294419513 	 -0.9347025867 	 4.7728359795 	 -2.1449028454 	 5.9833695721
-0.0066606661 	 1.5115034253 	 0.4509026797 	 3.0073948265 	 -0.9536844745 	 4.7523627293 	 -2.1637218720 	 5.9594926559
-0.0065406541 	 1.4920139859 	 0.4324229915 	 2.9874811656 	 -0.9762717756 	 4.7267936173 	 -2.1825460675 	 5.9356216648
-0.0064206421 	 1.4731519496 	 0.4147702083 	 2.9665846019 	 -0.9971856304 	 4.7000839785 	 -2.2013754198 	 5.9117565687
-0.0063006301 	 1.4543328906 	 0.3970181901 	 2.9467312145 	 -1.0165018865 	 4.6742923244 	 -2.2230731311 	 5.8841941565
-0.0061806181 	 1.4350723941 	 0.3778038893 	 2.9248448217 	 -1.0358215741 	 4.6536365446 	 -2.2451162639 	 5.8544755254
-0.0060606061 	 1.4159481725 	 0.3585616494 	 2.9053603900 	 -1.0593868530 	 4.6358926696 	 -2.2671661000 	 5.8260342574
-0.0059405941 	 1.3975031808 	 0.3393764910 	 2.8833968432 	 -1.0834296661 	 4.6159136726 	 -2.2892226193 	 5.8005589770
-0.0058205821 	 1.3783387023 	 0.3184692375 	 2.8624433169 	 -1.1000261761 	 4.5912733757 	 -2.3112858020 	 5.7750911210
-0.0057005701 	 1.3594629539 	 0.2988145560 	 2.8425050028 	 -1.1166257210 	 4.5657658397 	 -2.3333556049 	 5.7496306702
-0.0055805581 	 1.3393201236 	 0.2785718835 	 2.8242457601 	 -1.1359454611 	 4.5417993214 	 -2.3554320542 	 5.7278532676
-0.0054605461 	 1.3199198875 	 0.2603766650 	 2.8043885198 	 -1.1583900820 	 4.5222627428 	 -2.3775151065 	 5.7103014462
-0.0053405341 	 1.3010623064 	 0.2422541276 	 2.7847564436 	 -1.1767412895 	 4.5015124994 	 -2.3996047420 	 5.6927547034
-0.0052205221 	 1.2829778295 	 0.2211666647 	 2.7623331459 	 -1.1966126781 	 4.4815734007 	 -2.4217009402 	 5.6734355495
-0.0051005101 	 1.2633867805 	 0.2025439634 	 2.7429887846 	 -1.2153759777 	 4.4588081979 	 -2.4438036812 	 5.6496368905
-0.0049804980 	 1.2440846244 	 0.1836178307 	 2.7223272476 	 -1.2341424999 	 4.4381097939 	 -2.4659129445 	 5.6258443607
-0.0048604860 	 1.2237436993 	 0.1637348795 	 2.7031312602 	 -1.2568847703 	 4.4172512447 	 -2.4880287099 	 5.6020580041
-0.0047404740 	 1.2044751743 	 0.1440244905 	 2.6803984283 	 -1.2799549207 	 4.3952720255 	 -2.5071028862 	 5.5796499240
-0.0046204620 	 1.1843348797 	 0.1251569330 	 2.6595370006 	 -1.3030294215 	 4.3716369937 	 -2.5243379260 	 5.5546739153
-0.0045004500 	 1.1660958982 	 0.1057582680 	 2.6397016817 	 -1.3239709032 	 4.3507438229 	 -2.5415770004 	 5.5307361897
-0.0043804380 	 1.1478900685 	 0.0864346440 	 2.6186454289 	 -1.3413235259 	 4.3235248004 	 -2.5588201192 	 5.5069747172
-0.0042604260 	 1.1282076695 	 0.0673124567 	 2.5978754886 	 -1.3586789391 	 4.3026626486 	 -2.5760672384 	 5.4832195135
-0.0041404140 	 1.1090164635 	 0.0479775173 	 2.5777546764 	 -1.3760371325 	 4.2840893562 	 -2.5933183678 	 5.4594705975
-0.0040204020 	 1.0901490097 	 0.0291213921 	 2.5549328823 	 -1.3974209526 	 4.2609516183 	 -2.6117409920 	 5.4357279881
-0.0039003900 	 1.0701489082 	 0.0105198112 	 2.5331559024 	 -1.4174587525 	 4.2401027267 	 -2.6329413233 	 5.4211233465
-0.0037803780 	 1.0511834315 	 -0.0084135940 	 2.5122291920 	 -1.4402564083 	 4.2192583074 	 -2.6541475931 	 5.3948905742
-0.0036603660 	 1.0323190914 	 -0.0272242867 	 2.4927641881 	 -1.4616796241 	 4.1984183321 	 -2.6753597609 	 5.3679896038
-0.0035403540 	 1.0122819452 	 -0.0458572033 	 2.4725471994 	 -1.4831065043 	 4.1769971039 	 -2.6965778082 	 5.3410959528
-0.0034203420 	 0.9933465114 	 -0.0647494490 	 2.4518686737 	 -1.5045369865 	 4.1558229200 	 -2.7178017165 	 5.3171102259
-0.0033003300 	 0.9735737022 	 -0.0825692580 	 2.4303371596 	 -1.5261701457 	 4.1357517185 	 -2.7370384574 	 5.2934058519
-0.0031803180 	 0.9531633896 	 -0.1011832833 	 2.4088080376 	 -1.5457085951 	 4.1151034570 	 -2.7510765959 	 5.2697079161
-0.0030603060 	 0.9340934890 	 -0.1206876551 	 2.3883677617 	 -1.5651751972 	 4.0896618386 	 -2.7651176779 	 5.2460164617
-0.0029402940 	 0.9150454047 	 -0.1390789995 	 2.3660277485 	 -1.5845210086 	 4.0665013708 	 -2.7818460794 	 5.2229603031
-0.0028202820 	 0.8953584774 	 -0.1599242587 	 2.3466869341 	 -1.6029081517 	 4.0455783036 	 -2.8042379857 	 5.2025404500
-0.0027002700 	 0.8755322954 	 -0.1788683045 	 2.3250003594 	 -1.6229356221 	 4.0235437422 	 -2.8264606763 	 5.1821273835
-0.0025802580 	 0.8572504472 	 -0.1978134625 	 2.3044995083 	 -1.6425751813 	 4.0015140094 	 -2.8486891392 	 5.1617211181
-0.0024602460 	 0.8378670839 	 -0.2172460942 	 2.2849513204 	 -1.6619320860 	 3.9794891232 	 -2.8709234007 	 5.1413216685
-0.0023402340 	 0.8177716317 	 -0.2362654253 	 2.2655377992 	 -1.6835789999 	 3.9574691020 	 -2.8931634175 	 5.1171880437
-0.0022202220 	 0.7992254067 	 -0.2551000632 	 2.2456024140 	 -1.7041218095 	 3.9348422116 	 -2.9154091694 	 5.0915717871
-0.0021002100 	 0.7799462133 	 -0.2748704409 	 2.2252644418 	 -1.7265040661 	 3.9116408336 	 -2.9376606363 	 5.0659646733
-0.0019801980 	 0.7594163620 	 -0.2931023911 	 2.2046376292 	 -1.7488898798 	 3.8850321212 	 -2.9599177980 	 5.0403667913
-0.0018601860 	 0.7391449361 	 -0.3131574027 	 2.1833923751 	 -1.7712791840 	 3.8598914541 	 -2.9802062386 	 5.0175544419
-0.0017401740 	 0.7203697984 	 -0.3325866316 	 2.1626595497 	 -1.7936719821 	 3.8321458397 	 -2.9974545281 	 4.9989889727
-0.0016201620 	 0.7005288197 	 -0.3511008018 	 2.1418659963 	 -1.8163366574 	 3.8060221521 	 -3.0147066065 	 4.9781726484
-0.0015001500 	 0.6805038362 	 -0.3714386622 	 2.1220308445 	 -1.8364910951 	 3.7813095117 	 -3.0342448292 	 4.9540799533
-0.0013801380 	 0.6607981513 	 -0.3925266733 	 2.0998802111 	 -1.8558131367 	 3.7629165173 	 -3.0575088481 	 4.9299944112
-0.0012601260 	 0.6421077605 	 -0.4122357253 	 2.0801299366 	 -1.8740072801 	 3.7364549381 	 -3.0807781622 	 4.9059160932
-0.0011401140 	 0.6236638452 	 -0.4315405951 	 2.0595538244 	 -1.8978798674 	 3.7107410136 	 -3.1040527034 	 4.8818449948
-0.0010201020 	 0.6036661609 	 -0.4533682520 	 2.0389287683 	 -1.9147785205 	 3.6852512122 	 -3.1273325003 	 4.8577811367
-0.0009000900 	 0.5825812705 	 -0.4733218170 	 2.0198931432 	 -1.9375203242 	 3.6631451238 	 -3.1506174847 	 4.8367501899
-0.0007800780 	 0.5633109217 	 -0.4918207144 	 1.9971421771 	 -1.9586933239 	 3.6467289825 	 -3.1722838719 	 4.8163876669
-0.0006600660 	 0.5430993711 	 -0.5102554609 	 1.9768397504 	 -1.9781718956 	 3.6259366236 	 -3.1910979862 	 4.7960310905
-0.0005400540 	 0.5234985565 	 -0.5284131251 	 1.9554362893 	 -1.9976534940 	 3.6047483769 	 -3.2099166580 	 4.7756804713
-0.0004200420 	 0.5035978473 	 -0.5487963588 	 1.9359858216 	 -2.0175382283 	 3.5808767209 	 -3.2287398944 	 4.7553358200
-0.0003000300 	 0.4836965162 	 -0.5693259386 	 1.9138576022 	 -2.0366258097 	 3.5623874316 	 -3.2475676437 	 4.7349971687
-0.0001800180 	 0.4642201862 	 -0.5896630626 	 1.8947525273 	 -2.0567445694 	 3.5412488421 	 -3.2665792807 	 4.7146644856
-0.0000600060 	 0.4453528255 	 -0.6088912481 	 1.8740813407 	 -2.0756101046 	 3.5206274263 	 -3.2931327950 	 4.6943378024
0.0000600060 	 0.4262945264 	 -0.6296919554 	 1.8532225071 	 -2.0951067226 	 3.5007710511 	 -3.3121604883 	 4.6740171299
0.0001800180 	 0.4065957328 	 -0.6495352379 	 1.8328567509 	 -2.1146106129 	 3.4800463950 	 -3.3311928468 	 4.6537024787
0.0003000300 	 0.3871740451 	 -0.6693165133 	 1.8136028138 	 -2.1360954883 	 3.4613883853 	 -3.3502298172 	 4.6333938592
0.0004200420 	 0.3672109952 	 -0.6869732426 	 1.7913087349 	 -2.1573993571 	 3.4427772210 	 -3.3703799383 	 4.6130913033
0.0005400540 	 0.3486357435 	 -0.7073404163 	 1.7699098433 	 -2.1745528786 	 3.4227859488 	 -3.3890427418 	 4.5908444487
0.0006600660 	 0.3291931833 	 -0.7277279890 	 1.7501821452 	 -2.1926337438 	 3.4022828631 	 -3.4073684219 	 4.5665150918
0.0007800780 	 0.3102503450 	 -0.7489386722 	 1.7315780272 	 -2.2121709244 	 3.3810972186 	 -3.4264237824 	 4.5421942890
0.0009000900 	 0.2913389195 	 -0.7695438584 	 1.7120903643 	 -2.2332451415 	 3.3577815829 	 -3.4470903165 	 4.5178820645
0.0010201020 	 0.2717695876 	 -0.7906567999 	 1.6921178651 	 -2.2543220924 	 3.3355396622 	 -3.4711732595 	 4.4963023190
0.0011401140 	 0.2524911011 	 -0.8096020406 	 1.6709791278 	 -2.2778243216 	 3.3133035891 	 -3.4952618160 	 4.4764724436
0.0012601260 	 0.2323854174 	 -0.8303731658 	 1.6515587210 	 -2.3048217083 	 3.2923026370 	 -3.5191914670 	 4.4534903631
0.0013801380 	 0.2117561649 	 -0.8504196049 	 1.6317919478 	 -2.3241659785 	 3.2729202183 	 -3.5434556839 	 4.4300068105
0.0015001500 	 0.1929640834 	 -0.8699153201 	 1.6101486018 	 -2.3435130432 	 3.2541727616 	 -3.5675609143 	 4.4063968254
0.0016201620 	 0.1731559355 	 -0.8896857166 	 1.5883704993 	 -2.3601950933 	 3.2341701310 	 -3.5916716468 	 4.3769122301
0.0017401740 	 0.1536731719 	 -0.9093549502 	 1.5700744478 	 -2.3825875735 	 3.2148025283 	 -3.6157878535 	 4.3554230434
0.0018601860 	 0.1354091476 	 -0.9312247586 	 1.5485971722 	 -2.4019358902 	 3.1954398694 	 -3.6399095063 	 4.3361493555
0.0019801980 	 0.1159343301 	 -0.9509408133 	 1.5285652645 	 -2.4230341186 	 3.1760822074 	 -3.6640366024 	 4.3127042488
0.0021002100 	 0.0975946127 	 -0.9707768633 	 1.5081787342 	 -2.4455474940 	 3.1565529642 	 -3.6803528622 	 4.2892668869
0.0022202220 	 0.0780544405 	 -0.9924128938 	 1.4902243086 	 -2.4671606558 	 3.1373818235 	 -3.6962094994 	 4.2640289439
0.0023402340 	 0.0586281523 	 -1.0124296147 	 1.4698846450 	 -2.4883670957 	 3.1180391671 	 -3.7120695413 	 4.2356362105
0.0024602460 	 0.0396108177 	 -1.0313392621 	 1.4497803438 	 -2.5074526985 	 3.0987015176 	 -3.7279330149 	 4.2084049776
0.0025802580 	 0.0197161239 	 -1.0519792264 	 1.4301362747 	 -2.5285636881 	 3.0793689278 	 -3.7437998815 	 4.1877288752
0.0027002700 	 0.0008877511 	 -1.0708907258 	 1.4099688293 	 -2.5493549819 	 3.0600413699 	 -3.7596701517 	 4.1683366176
0.0028202820 	 -0.0187680342 	 -1.0903201119 	 1.3911085797 	 -2.5703727117 	 3.0401598076 	 -3.7755438361 	 4.1488064539
0.0029402940 	 -0.0379306588 	 -1.1100633503 	 1.3713369792 	 -2.5927011070 	 3.0214014803 	 -3.7999101455 	 4.1257422173
0.0030603060 	 -0.0575963077 	 -1.1319643809 	 1.3499889443 	 -2.6133558461 	 2.9933325551 	 -3.8247108494 	 4.1050939164
0.0031803180 	 -0.0769897276 	 -1.1502239047 	 1.3303575429 	 -2.6347400933 	 2.9734726274 	 -3.8495161351 	 4.0844526245
0.0033003300 	 -0.0955289542 	 -1.1698823383 	 1.3096161406 	 -2.6564967095 	 2.9541480110 	 -3.8743259771 	 4.0638183112
0.0034203420 	 -0.1144145469 	 -1.1899670802 	 1.2897304797 	 -2.6764097290 	 2.9348285268 	 -3.8991403497 	 4.0431910322
0.0035403540 	 -0.1346045074 	 -1.2087176723 	 1.2694296140 	 -2.6972047048 	 2.9155141873 	 -3.9239592014 	 4.0225707784
0.0036603660 	 -0.1544239553 	 -1.2300350551 	 1.2487947906 	 -2.7169828204 	 2.8911795908 	 -3.9487825584 	 4.0019575409
0.0037803780 	 -0.1733674387 	 -1.2488382087 	 1.2292009176 	 -2.7392695702 	 2.8712730079 	 -3.9736103692 	 3.9813513753
0.0039003900 	 -0.1920909717 	 -1.2667799437 	 1.2091293697 	 -2.7609880733 	 2.8494211093 	 -3.9933825120 	 3.9607522508
